Absolute_Position,Normalized_Position,Utterance_Length,Utterance_Length_Unique,Utterance_Length_Stemmed_Unique,Is_Starter
2,0.6666666666666666,44,36,34,False
3,1.0,8,8,8,True
1,0.3333333333333333,112,73,64,True
2,0.6666666666666666,27,25,24,False
3,1.0,33,26,26,True
1,0.125,28,26,26,True
2,0.25,50,36,35,False
3,0.375,99,66,65,True
4,0.5,22,17,17,False
5,0.625,190,126,116,True
6,0.75,50,46,40,True
7,0.875,31,25,24,False
8,1.0,24,19,19,True
1,0.3333333333333333,59,44,41,True
2,0.6666666666666666,43,34,33,False
3,1.0,23,16,16,True
1,0.3333333333333333,51,31,30,True
2,0.6666666666666666,28,23,23,False
3,1.0,35,25,24,False
1,0.25,26,25,25,True
2,0.5,8,8,8,False
3,0.75,14,14,14,True
4,1.0,11,10,10,False
1,0.3333333333333333,30,22,21,True
2,0.6666666666666666,43,30,30,False
3,1.0,3,3,3,False
1,0.25,33,27,26,True
2,0.5,22,20,20,False
3,0.75,18,17,17,True
4,1.0,45,32,32,False
1,0.25,60,48,48,True
2,0.5,59,47,46,False
3,0.75,40,33,32,False
4,1.0,38,33,33,False
1,0.25,10,10,10,True
2,0.5,53,27,27,False
3,0.75,15,14,14,False
4,1.0,46,36,33,False
1,0.3333333333333333,22,16,15,True
2,0.6666666666666666,25,21,20,False
3,1.0,20,17,17,False
1,0.2,24,19,19,True
2,0.4,10,10,10,False
3,0.6,4,4,4,True
4,0.8,6,6,6,False
5,1.0,5,5,5,False
1,0.25,21,18,18,True
2,0.5,9,9,9,False
3,0.75,7,7,7,False
4,1.0,40,27,24,False
1,0.2,508,135,123,True
2,0.4,27,25,25,False
3,0.6,48,36,35,True
4,0.8,40,32,32,False
5,1.0,39,32,31,True
1,0.25,32,20,20,True
2,0.5,33,28,28,False
3,0.75,18,14,14,True
4,1.0,48,37,33,False
1,0.2,67,46,42,True
2,0.4,120,76,71,False
3,0.6,23,19,19,True
4,0.8,24,21,20,False
5,1.0,43,28,27,False
1,0.25,9,9,9,True
2,0.5,126,84,73,False
3,0.75,18,16,15,True
4,1.0,52,38,37,False
1,0.2,14,14,14,True
2,0.4,7,6,6,False
3,0.6,2,2,2,True
4,0.8,5,4,4,False
5,1.0,89,49,44,False
1,0.3333333333333333,63,48,48,True
2,0.6666666666666666,74,48,46,False
3,1.0,10,10,9,True
1,0.125,38,29,28,True
2,0.25,17,15,15,False
3,0.375,51,40,38,True
4,0.5,28,25,21,False
5,0.625,76,60,56,True
6,0.75,38,24,23,False
7,0.875,6,5,5,True
8,1.0,5,5,5,False
1,0.2,98,60,57,True
2,0.4,108,73,67,False
3,0.6,26,21,20,True
4,0.8,22,19,19,False
5,1.0,105,79,73,False
1,0.25,11,11,11,True
2,0.5,45,36,36,False
3,0.75,28,24,24,True
4,1.0,8,6,6,False
1,0.25,32,26,25,True
2,0.5,38,31,30,False
3,0.75,17,12,11,False
4,1.0,10,9,9,False
1,0.3333333333333333,28,22,22,True
2,0.6666666666666666,51,41,39,False
3,1.0,23,19,19,True
1,0.1,18,18,18,True
2,0.2,45,33,30,False
3,0.3,22,18,18,True
4,0.4,14,14,14,False
5,0.5,56,38,35,True
6,0.6,70,58,50,False
7,0.7,16,15,15,True
8,0.8,14,13,13,False
9,0.9,7,5,5,True
10,1.0,5,5,5,False
1,0.3333333333333333,68,55,54,True
2,0.6666666666666666,9,9,9,False
3,1.0,4,4,4,True
1,0.2,102,65,63,True
2,0.4,56,43,37,False
3,0.6,58,45,43,True
4,0.8,14,12,12,False
5,1.0,5,5,5,True
1,0.3333333333333333,63,44,42,True
2,0.6666666666666666,6,6,6,False
3,1.0,8,8,8,True
1,0.3333333333333333,32,27,25,True
2,0.6666666666666666,54,41,40,False
3,1.0,31,21,20,False
1,0.1,235,137,130,True
2,0.2,36,32,31,False
3,0.3,117,93,90,True
4,0.4,83,59,55,False
5,0.5,28,26,26,True
6,0.6,70,50,49,False
7,0.7,48,43,42,True
8,0.8,8,8,8,False
9,0.9,9,9,9,True
10,1.0,16,15,15,True
1,0.3333333333333333,39,32,30,True
2,0.6666666666666666,23,19,19,False
3,1.0,4,3,3,False
1,0.3333333333333333,6,6,6,True
2,0.6666666666666666,80,63,62,False
3,1.0,40,34,32,False
1,0.2,58,43,42,True
2,0.4,147,94,89,False
3,0.6,83,61,59,False
4,0.8,21,18,18,True
5,1.0,91,58,53,False
1,0.25,298,156,141,True
2,0.5,84,58,54,False
3,0.75,108,77,73,False
4,1.0,5,5,5,False
1,0.25,31,26,24,True
2,0.5,34,28,27,False
3,0.75,8,7,7,False
4,1.0,4,4,4,False
1,0.3333333333333333,53,41,39,True
2,0.6666666666666666,40,33,33,False
3,1.0,38,31,30,False
1,0.3333333333333333,31,27,27,True
2,0.6666666666666666,34,28,28,False
3,1.0,10,9,9,False
1,0.3333333333333333,31,25,24,True
2,0.6666666666666666,59,37,35,False
3,1.0,6,5,5,True
1,0.25,26,23,23,True
2,0.5,21,18,18,False
3,0.75,8,8,8,True
4,1.0,45,33,33,False
1,0.14285714285714285,24,22,22,True
2,0.2857142857142857,292,130,114,False
3,0.42857142857142855,23,19,19,True
4,0.5714285714285714,37,30,30,False
5,0.7142857142857143,5,5,5,False
6,0.8571428571428571,26,21,21,False
7,1.0,28,23,23,False
1,0.25,12,12,10,True
2,0.5,11,9,9,False
3,0.75,3,3,3,False
4,1.0,17,14,14,False
1,0.25,11,11,11,True
2,0.5,44,36,36,False
3,0.75,22,21,21,False
4,1.0,38,32,32,False
1,0.25,26,18,18,True
2,0.5,78,56,53,False
3,0.75,64,49,48,True
4,1.0,66,50,47,False
1,0.3333333333333333,38,29,29,True
2,0.6666666666666666,127,74,69,False
3,1.0,83,62,58,False
1,0.25,165,102,96,True
2,0.5,84,59,51,False
3,0.75,15,14,14,True
4,1.0,18,17,17,False
1,0.16666666666666666,33,27,26,True
2,0.3333333333333333,58,40,37,False
3,0.5,16,15,15,False
4,0.6666666666666666,9,9,9,False
5,0.8333333333333334,40,32,30,True
6,1.0,13,13,13,False
1,0.2,30,27,27,True
2,0.4,63,51,49,False
3,0.6,29,23,23,True
4,0.8,28,22,22,False
5,1.0,19,15,15,False
1,0.1111111111111111,69,54,53,True
2,0.2222222222222222,32,27,27,False
3,0.3333333333333333,31,26,26,True
4,0.4444444444444444,19,18,18,False
5,0.5555555555555556,28,26,26,True
6,0.6666666666666666,28,23,22,False
7,0.7777777777777778,189,148,146,False
8,0.8888888888888888,40,32,31,False
9,1.0,64,49,47,True
1,0.25,82,54,50,True
2,0.5,103,75,63,False
3,0.75,15,13,13,False
4,1.0,2,2,2,False
1,0.14285714285714285,9,9,9,True
2,0.2857142857142857,59,44,40,False
3,0.42857142857142855,33,21,20,False
4,0.5714285714285714,11,11,11,True
5,0.7142857142857143,55,43,39,False
6,0.8571428571428571,20,18,18,True
7,1.0,47,34,34,False
1,0.25,37,32,30,True
2,0.5,77,61,57,False
3,0.75,23,11,11,False
4,1.0,10,9,9,False
1,0.25,35,26,25,True
2,0.5,102,71,64,False
3,0.75,16,16,16,True
4,1.0,25,22,22,False
1,0.25,136,74,70,True
2,0.5,28,22,21,False
3,0.75,7,7,7,False
4,1.0,20,17,17,False
1,0.25,20,17,16,True
2,0.5,64,43,41,False
3,0.75,48,34,32,True
4,1.0,56,38,37,False
1,0.3333333333333333,158,73,64,True
2,0.6666666666666666,32,28,28,False
3,1.0,24,20,20,True
1,0.14285714285714285,26,19,19,True
2,0.2857142857142857,19,16,16,False
3,0.42857142857142855,53,40,39,False
4,0.5714285714285714,34,27,27,False
5,0.7142857142857143,22,17,17,True
6,0.8571428571428571,29,27,27,True
7,1.0,32,28,28,True
1,0.3333333333333333,16,16,16,True
2,0.6666666666666666,42,40,40,True
3,1.0,40,32,31,False
1,0.2,27,22,19,True
2,0.4,34,29,28,False
3,0.6,35,26,26,True
4,0.8,38,33,32,False
5,1.0,41,33,33,True
1,0.25,73,49,46,True
2,0.5,97,71,69,False
3,0.75,41,31,29,True
4,1.0,39,36,36,False
1,0.25,23,14,14,True
2,0.5,92,63,58,False
3,0.75,33,28,28,False
5,1.25,24,21,20,False
1,0.1111111111111111,11,10,10,True
2,0.2222222222222222,14,14,14,False
3,0.3333333333333333,75,45,42,True
4,0.4444444444444444,32,29,27,False
5,0.5555555555555556,43,30,29,True
6,0.6666666666666666,60,46,46,False
7,0.7777777777777778,20,16,16,True
8,0.8888888888888888,51,41,38,False
9,1.0,9,9,9,True
1,0.3333333333333333,44,38,37,True
2,0.6666666666666666,131,88,79,False
3,1.0,18,17,17,False
1,0.3333333333333333,7,7,7,True
2,0.6666666666666666,34,25,25,False
3,1.0,11,10,10,False
1,0.125,20,17,17,True
2,0.25,28,25,24,False
3,0.375,10,10,10,True
4,0.5,31,26,26,False
5,0.625,9,9,9,True
6,0.75,8,8,8,False
7,0.875,7,7,7,True
8,1.0,22,18,18,False
1,0.14285714285714285,45,31,31,True
2,0.2857142857142857,55,42,42,False
3,0.42857142857142855,182,111,102,True
4,0.5714285714285714,42,34,33,False
5,0.7142857142857143,24,19,17,True
6,0.8571428571428571,37,32,31,False
7,1.0,22,19,18,False
1,0.25,33,24,23,True
2,0.5,56,43,39,False
3,0.75,14,13,13,False
4,1.0,20,15,15,False
1,0.3333333333333333,60,49,48,True
2,0.6666666666666666,41,32,30,False
3,1.0,8,8,8,True
1,0.25,35,28,28,True
2,0.5,81,56,51,False
3,0.75,43,38,38,True
4,1.0,19,19,19,False
1,0.3333333333333333,4,4,4,True
2,0.6666666666666666,5,5,5,False
3,1.0,47,39,39,False
1,0.3333333333333333,79,56,50,True
2,0.6666666666666666,101,64,57,False
3,1.0,5,5,5,True
1,0.25,67,46,42,True
2,0.5,43,36,34,False
3,0.75,13,12,12,False
4,1.0,55,43,41,False
1,0.3333333333333333,101,66,62,True
2,0.6666666666666666,50,40,39,False
3,1.0,116,80,75,False
1,0.3333333333333333,104,81,77,True
2,0.6666666666666666,7,7,7,False
3,1.0,59,42,39,False
1,0.3333333333333333,61,38,36,True
2,0.6666666666666666,25,20,18,False
3,1.0,28,25,24,False
1,0.3333333333333333,35,32,32,True
2,0.6666666666666666,58,47,47,False
3,1.0,2,2,2,False
1,0.25,77,55,53,True
2,0.5,59,41,39,False
3,0.75,11,10,10,False
4,1.0,23,19,19,False
1,0.3333333333333333,15,11,11,True
2,0.6666666666666666,166,86,77,False
3,1.0,2,2,2,False
1,0.25,17,14,14,True
2,0.5,82,62,61,False
3,0.75,10,10,10,False
5,1.25,29,24,24,False
1,0.25,41,34,33,True
2,0.5,212,139,127,False
3,0.75,104,72,66,True
4,1.0,113,71,68,False
1,0.14285714285714285,72,44,41,True
2,0.2857142857142857,48,37,36,False
3,0.42857142857142855,69,45,38,True
4,0.5714285714285714,26,21,21,False
5,0.7142857142857143,61,44,40,True
6,0.8571428571428571,46,36,35,False
7,1.0,30,27,27,True
1,0.3333333333333333,8,8,8,True
2,0.6666666666666666,28,24,24,False
3,1.0,50,39,39,True
1,0.25,53,38,36,True
2,0.5,36,30,30,False
3,0.75,15,14,14,False
4,1.0,21,19,19,False
1,0.3333333333333333,6,6,6,True
2,0.6666666666666666,15,14,13,False
3,1.0,4,4,4,False
1,0.3333333333333333,2,2,2,True
2,0.6666666666666666,26,24,23,False
3,1.0,11,10,10,False
1,0.25,5,5,5,True
2,0.5,31,27,25,False
3,0.75,10,10,10,True
4,1.0,56,43,42,False
1,0.2,60,43,41,True
2,0.4,20,19,19,False
3,0.6,2,2,2,True
4,0.8,69,55,51,False
5,1.0,28,20,20,True
1,0.2,60,47,42,True
2,0.4,36,24,24,False
3,0.6,16,14,14,True
4,0.8,81,50,47,False
5,1.0,5,5,5,True
1,0.3333333333333333,37,29,27,True
2,0.6666666666666666,34,30,27,False
3,1.0,29,26,26,True
1,0.14285714285714285,64,40,39,True
2,0.2857142857142857,26,22,22,False
3,0.42857142857142855,6,6,6,True
4,0.5714285714285714,91,74,68,False
5,0.7142857142857143,12,12,12,True
6,0.8571428571428571,36,26,26,True
7,1.0,19,17,16,False
1,0.125,61,38,37,True
2,0.25,58,44,42,False
3,0.375,11,10,10,True
4,0.5,58,40,39,False
5,0.625,13,13,13,False
6,0.75,14,13,13,False
7,0.875,57,52,52,False
8,1.0,8,7,7,False
1,0.14285714285714285,202,144,131,True
2,0.2857142857142857,219,142,124,False
3,0.42857142857142855,156,108,100,True
4,0.5714285714285714,162,98,80,False
5,0.7142857142857143,20,19,19,False
6,0.8571428571428571,30,25,25,False
7,1.0,50,39,39,False
1,0.3333333333333333,25,20,20,True
2,0.6666666666666666,19,15,15,False
3,1.0,62,53,50,False
1,0.25,64,42,41,True
2,0.5,39,35,34,False
3,0.75,14,12,11,True
4,1.0,36,27,27,False
1,0.3333333333333333,19,16,16,True
2,0.6666666666666666,10,10,10,False
3,1.0,144,96,84,False
1,0.2,69,52,52,True
2,0.4,66,44,42,False
3,0.6,137,94,88,False
4,0.8,37,28,27,False
5,1.0,78,48,42,False
1,0.16666666666666666,103,73,66,True
2,0.3333333333333333,104,82,77,False
3,0.5,62,48,47,False
4,0.6666666666666666,77,51,48,False
5,0.8333333333333334,26,22,22,False
6,1.0,50,38,36,True
1,0.2,54,45,41,True
2,0.4,62,47,45,False
3,0.6,11,10,10,False
4,0.8,36,31,30,False
5,1.0,74,49,44,False
1,0.25,26,21,21,True
2,0.5,20,18,18,False
3,0.75,161,89,81,False
4,1.0,114,71,67,False
1,0.2,64,46,44,True
2,0.4,22,21,21,False
3,0.6,63,46,46,True
4,0.8,12,11,11,True
5,1.0,15,15,15,False
1,0.3333333333333333,31,25,24,True
2,0.6666666666666666,10,9,9,False
3,1.0,28,23,21,False
1,0.16666666666666666,38,28,27,True
2,0.3333333333333333,17,15,15,False
3,0.5,14,12,12,False
4,0.6666666666666666,4,4,4,True
5,0.8333333333333334,66,51,50,False
6,1.0,6,6,6,True
1,0.25,36,26,25,True
2,0.5,56,38,35,False
3,0.75,7,7,7,True
4,1.0,44,35,33,False
1,0.25,54,36,36,True
2,0.5,61,50,48,False
3,0.75,31,25,22,True
4,1.0,35,31,31,False
1,0.2,38,32,32,True
2,0.4,48,30,26,False
4,0.8,3,3,3,False
5,1.0,3,3,3,False
6,1.2,32,28,28,False
1,0.2,6,5,5,True
2,0.4,44,38,38,False
3,0.6,24,19,17,True
4,0.8,29,25,25,False
5,1.0,20,20,20,False
1,0.2,28,23,23,True
2,0.4,15,15,13,False
3,0.6,45,38,37,False
4,0.8,7,7,7,False
5,1.0,14,13,13,True
1,0.25,42,29,29,True
2,0.5,21,19,18,False
3,0.75,10,7,7,False
4,1.0,10,9,9,False
1,0.3333333333333333,28,27,26,True
2,0.6666666666666666,36,32,32,False
3,1.0,20,20,20,True
1,0.25,76,54,51,True
2,0.5,101,30,27,False
3,0.75,18,17,16,False
4,1.0,38,35,34,False
1,0.25,68,48,47,True
2,0.5,19,17,17,False
3,0.75,16,14,14,True
4,1.0,72,43,40,False
1,0.25,13,10,10,True
2,0.5,20,19,18,False
3,0.75,7,5,5,True
4,1.0,48,39,38,False
1,0.2,48,27,25,True
2,0.4,83,50,48,False
3,0.6,16,15,15,False
4,0.8,7,7,6,False
5,1.0,8,8,8,False
1,0.25,27,22,19,True
2,0.5,23,20,20,False
3,0.75,3,3,3,True
4,1.0,27,24,24,False
1,0.3333333333333333,59,45,42,True
2,0.6666666666666666,29,25,23,False
3,1.0,13,12,12,False
1,0.2,58,48,47,True
2,0.4,85,52,51,False
3,0.6,107,74,71,False
4,0.8,85,52,51,False
5,1.0,58,44,44,False
1,0.2,23,21,20,True
2,0.4,24,22,19,False
3,0.6,39,28,27,True
4,0.8,97,52,47,False
5,1.0,18,13,13,True
1,0.2,152,83,78,True
2,0.4,107,71,65,False
3,0.6,16,14,14,False
4,0.8,81,60,58,False
5,1.0,107,60,52,False
1,0.3333333333333333,4,4,4,True
2,0.6666666666666666,14,14,13,False
3,1.0,2,2,2,True
1,0.3333333333333333,34,28,28,True
2,0.6666666666666666,81,44,42,False
3,1.0,37,5,5,False
1,0.3333333333333333,181,99,91,True
2,0.6666666666666666,7,7,7,True
3,1.0,78,56,54,False
1,0.3333333333333333,69,48,46,True
2,0.6666666666666666,37,32,32,False
3,1.0,25,23,22,True
1,0.25,22,20,20,True
2,0.5,102,61,59,False
3,0.75,64,43,41,True
4,1.0,125,79,76,False
1,0.3333333333333333,51,41,41,True
2,0.6666666666666666,71,53,51,False
3,1.0,11,9,9,True
1,0.3333333333333333,82,54,51,True
2,0.6666666666666666,30,26,25,False
3,1.0,36,29,28,False
1,0.3333333333333333,60,39,36,True
2,0.6666666666666666,19,17,17,False
3,1.0,20,17,17,True
1,0.1111111111111111,118,76,74,True
2,0.2222222222222222,49,41,39,False
3,0.3333333333333333,26,24,24,True
4,0.4444444444444444,15,13,12,False
5,0.5555555555555556,262,167,149,False
6,0.6666666666666666,116,84,80,True
7,0.7777777777777778,48,43,41,False
8,0.8888888888888888,106,82,79,True
9,1.0,102,71,70,True
1,0.125,53,44,44,True
2,0.25,17,17,17,False
3,0.375,101,73,68,False
4,0.5,80,56,51,True
5,0.625,117,77,69,False
6,0.75,40,31,30,True
7,0.875,23,21,21,False
8,1.0,16,15,15,False
1,0.16666666666666666,68,48,47,True
2,0.3333333333333333,24,20,20,False
3,0.5,5,5,5,True
4,0.6666666666666666,20,17,17,False
5,0.8333333333333334,4,4,4,True
6,1.0,15,11,11,False
1,0.14285714285714285,44,32,28,True
2,0.2857142857142857,12,11,11,False
3,0.42857142857142855,22,16,16,True
4,0.5714285714285714,11,10,10,False
5,0.7142857142857143,13,12,12,True
6,0.8571428571428571,14,13,12,False
7,1.0,2,2,2,True
1,0.25,53,39,35,True
2,0.5,76,55,51,False
3,0.75,13,12,12,False
4,1.0,34,26,23,False
1,0.2,107,70,65,True
2,0.4,56,40,39,False
3,0.6,9,7,7,False
4,0.8,6,6,6,False
5,1.0,28,25,25,False
1,0.1,60,43,41,True
2,0.2,66,48,45,False
3,0.3,28,24,23,False
4,0.4,32,21,20,True
5,0.5,97,69,65,False
6,0.6,53,44,43,True
7,0.7,19,18,18,False
8,0.8,16,12,11,False
9,0.9,28,25,25,False
10,1.0,143,101,95,False
1,0.3333333333333333,111,66,61,True
2,0.6666666666666666,17,15,15,False
3,1.0,108,68,64,False
1,0.2,107,69,66,True
2,0.4,168,104,93,False
3,0.6,85,55,52,True
4,0.8,20,19,19,True
5,1.0,27,23,23,False
1,0.3333333333333333,28,24,24,True
2,0.6666666666666666,27,23,23,False
3,1.0,9,9,9,False
1,0.25,51,43,41,True
2,0.5,141,99,89,False
3,0.75,57,46,41,False
4,1.0,13,12,12,False
1,0.3333333333333333,47,40,38,True
2,0.6666666666666666,30,23,23,False
3,1.0,27,24,24,False
1,0.3333333333333333,50,36,34,True
2,0.6666666666666666,56,42,40,False
3,1.0,66,44,42,False
1,0.25,116,68,63,True
2,0.5,130,77,72,False
3,0.75,7,6,6,True
4,1.0,37,27,27,False
1,0.2,27,22,22,True
2,0.4,23,20,20,False
3,0.6,84,43,39,True
4,0.8,34,23,23,False
5,1.0,9,8,8,True
1,0.16666666666666666,108,77,70,True
2,0.3333333333333333,48,39,39,False
3,0.5,65,57,57,True
4,0.6666666666666666,67,42,38,False
5,0.8333333333333334,104,78,71,False
6,1.0,55,50,47,True
1,0.3333333333333333,37,27,27,True
2,0.6666666666666666,4,4,4,False
3,1.0,13,12,12,False
1,0.1,71,52,48,True
2,0.2,43,27,27,False
3,0.3,65,48,47,True
4,0.4,14,14,13,False
5,0.5,61,41,39,True
6,0.6,53,41,37,False
7,0.7,6,6,6,True
8,0.8,43,32,29,False
9,0.9,92,56,52,True
10,1.0,35,27,27,True
1,0.2,71,57,55,True
2,0.4,72,56,54,False
3,0.6,61,46,46,True
4,0.8,6,6,6,False
5,1.0,26,23,23,False
1,0.3333333333333333,109,65,60,True
2,0.6666666666666666,86,62,55,False
3,1.0,18,17,17,False
1,0.3333333333333333,171,99,91,True
2,0.6666666666666666,39,26,24,False
3,1.0,11,10,10,True
1,0.2,58,43,43,True
2,0.4,46,32,31,False
3,0.6,131,81,74,True
4,0.8,51,37,35,False
5,1.0,14,13,13,True
1,0.25,45,37,37,True
2,0.5,16,14,14,False
3,0.75,56,35,33,True
4,1.0,18,17,17,False
1,0.25,69,53,49,True
2,0.5,103,69,65,False
3,0.75,54,39,38,True
4,1.0,46,35,34,False
1,0.25,48,39,39,True
2,0.5,27,25,25,False
3,0.75,34,28,28,False
4,1.0,46,39,38,True
1,0.2,12,12,12,True
2,0.4,74,52,49,False
3,0.6,26,21,20,True
4,0.8,30,20,19,True
5,1.0,64,48,46,False
1,0.25,38,30,29,True
2,0.5,101,60,53,False
3,0.75,27,21,21,False
4,1.0,61,46,44,False
1,0.14285714285714285,64,47,43,True
2,0.2857142857142857,53,39,38,False
3,0.42857142857142855,61,47,46,True
4,0.5714285714285714,21,17,17,False
5,0.7142857142857143,11,10,10,True
6,0.8571428571428571,42,35,34,False
7,1.0,42,36,34,False
1,0.25,24,22,22,True
2,0.5,55,42,41,False
3,0.75,10,10,10,True
4,1.0,18,17,17,False
1,0.25,70,47,47,True
2,0.5,33,29,28,False
3,0.75,105,64,58,True
4,1.0,27,25,25,False
1,0.2,58,39,36,True
2,0.4,130,91,82,False
3,0.6,12,10,10,True
4,0.8,27,24,24,False
5,1.0,5,5,5,False
1,0.25,97,60,57,True
2,0.5,70,50,49,False
3,0.75,83,61,57,True
4,1.0,57,46,45,False
1,0.25,29,24,24,True
2,0.5,60,47,43,False
3,0.75,61,43,40,True
4,1.0,27,24,22,False
1,0.2,19,16,16,True
2,0.4,16,14,14,False
3,0.6,52,40,38,False
4,0.8,22,20,19,True
5,1.0,39,29,28,False
1,0.125,39,27,27,True
2,0.25,85,61,58,False
3,0.375,44,33,32,False
4,0.5,11,10,10,False
5,0.625,54,42,40,False
6,0.75,66,48,45,False
7,0.875,81,53,51,False
8,1.0,21,20,20,False
1,0.2,44,39,38,True
2,0.4,14,13,13,False
3,0.6,38,28,27,False
4,0.8,12,12,12,True
5,1.0,38,33,32,False
1,0.25,8,8,8,True
2,0.5,24,22,22,False
3,0.75,78,59,55,True
4,1.0,41,37,35,False
1,0.14285714285714285,46,36,36,True
2,0.2857142857142857,54,42,41,False
3,0.42857142857142855,38,27,25,True
4,0.5714285714285714,40,30,29,False
5,0.7142857142857143,6,6,6,True
6,0.8571428571428571,28,25,25,False
7,1.0,21,19,19,False
1,0.16666666666666666,42,36,35,True
2,0.3333333333333333,46,34,31,False
3,0.5,52,43,42,False
4,0.6666666666666666,72,50,48,False
5,0.8333333333333334,86,71,67,True
6,1.0,19,19,18,True
1,0.2,44,31,29,True
2,0.4,163,101,96,False
3,0.6,26,22,22,False
4,0.8,44,36,33,False
5,1.0,16,14,14,True
1,0.25,47,38,36,True
2,0.5,94,66,59,False
3,0.75,15,13,13,False
4,1.0,14,14,14,True
1,0.14285714285714285,89,54,50,True
2,0.2857142857142857,100,73,72,False
3,0.42857142857142855,30,27,25,False
4,0.5714285714285714,84,66,65,False
5,0.7142857142857143,61,50,48,False
6,0.8571428571428571,65,54,54,False
7,1.0,97,68,65,False
1,0.3333333333333333,77,48,42,True
2,0.6666666666666666,26,18,15,False
3,1.0,1,1,1,False
1,0.25,37,24,24,True
2,0.5,30,27,26,False
3,0.75,8,7,7,True
4,1.0,8,7,7,True
1,0.3333333333333333,24,20,19,True
2,0.6666666666666666,29,26,22,False
3,1.0,10,9,9,False
1,0.125,15,15,15,True
2,0.25,67,46,41,False
3,0.375,157,92,89,True
4,0.5,126,77,64,False
5,0.625,162,100,95,True
6,0.75,21,20,20,False
7,0.875,9,7,7,True
8,1.0,107,75,73,False
1,0.16666666666666666,35,31,31,True
2,0.3333333333333333,11,10,10,False
3,0.5,12,11,11,True
4,0.6666666666666666,27,25,24,False
5,0.8333333333333334,12,12,11,False
6,1.0,73,54,53,True
1,0.25,116,68,66,True
2,0.5,22,20,20,False
3,0.75,45,32,31,False
4,1.0,67,47,44,False
1,0.25,59,46,41,True
2,0.5,226,93,80,False
3,0.75,77,57,55,True
4,1.0,142,89,79,False
1,0.25,335,99,99,True
2,0.5,38,23,23,False
3,0.75,12,11,11,False
5,1.25,7,5,5,True
1,0.3333333333333333,34,24,22,True
2,0.6666666666666666,94,61,60,False
3,1.0,1,1,1,False
1,0.2,31,27,26,True
2,0.4,54,47,45,False
3,0.6,23,17,17,True
4,0.8,36,33,33,False
5,1.0,33,27,26,True
1,0.16666666666666666,19,15,15,True
2,0.3333333333333333,59,44,42,True
3,0.5,11,11,11,False
4,0.6666666666666666,51,41,38,False
5,0.8333333333333334,26,21,19,False
6,1.0,16,14,14,False
1,0.1111111111111111,91,65,64,True
2,0.2222222222222222,48,42,40,False
3,0.3333333333333333,77,53,51,True
4,0.4444444444444444,18,17,17,True
5,0.5555555555555556,13,12,10,False
6,0.6666666666666666,18,18,18,True
7,0.7777777777777778,33,25,24,False
8,0.8888888888888888,25,19,19,True
9,1.0,54,32,32,False
1,0.14285714285714285,24,21,20,True
2,0.2857142857142857,35,29,29,False
3,0.42857142857142855,27,21,18,True
4,0.5714285714285714,4,4,4,False
5,0.7142857142857143,38,32,32,False
6,0.8571428571428571,16,16,16,True
7,1.0,36,33,32,False
1,0.25,69,49,47,True
2,0.5,44,33,30,False
3,0.75,113,75,71,False
4,1.0,39,30,28,False
1,0.25,84,50,46,True
2,0.5,83,57,54,False
3,0.75,38,28,28,True
4,1.0,44,35,34,False
1,0.125,30,23,21,True
2,0.25,66,43,43,False
3,0.375,13,13,13,True
4,0.5,16,12,11,False
5,0.625,30,26,25,False
6,0.75,20,18,18,False
7,0.875,10,10,10,False
8,1.0,32,27,27,False
1,0.2,89,68,64,True
2,0.4,13,13,13,False
3,0.6,41,32,32,True
4,0.8,41,36,34,False
5,1.0,30,27,26,False
1,0.3333333333333333,33,27,27,True
2,0.6666666666666666,61,38,33,False
3,1.0,2,2,2,True
1,0.16666666666666666,7,7,7,True
2,0.3333333333333333,13,11,11,False
3,0.5,6,6,6,True
4,0.6666666666666666,89,62,59,False
5,0.8333333333333334,2,2,2,True
6,1.0,62,58,57,False
1,0.2,26,21,20,True
2,0.4,66,53,52,False
3,0.6,42,37,37,False
4,0.8,67,54,52,False
5,1.0,60,33,30,False
1,0.3333333333333333,4,4,4,True
2,0.6666666666666666,3,3,3,False
4,1.3333333333333333,37,30,28,False
1,0.25,42,31,31,True
2,0.5,157,97,90,False
3,0.75,21,19,19,True
4,1.0,42,31,31,False
1,0.3333333333333333,85,62,61,True
2,0.6666666666666666,43,32,26,False
3,1.0,17,14,14,True
1,0.2,5,5,5,True
2,0.4,35,30,30,False
3,0.6,71,46,44,False
4,0.8,6,6,6,False
5,1.0,46,32,30,False
1,0.3333333333333333,8,8,8,True
2,0.6666666666666666,213,122,111,False
3,1.0,14,14,14,False
1,0.125,57,36,36,True
2,0.25,18,17,17,False
3,0.375,51,32,31,True
4,0.5,23,21,21,False
5,0.625,77,54,51,True
6,0.75,65,51,49,False
7,0.875,54,34,33,True
8,1.0,9,9,9,False
1,0.25,64,45,41,True
2,0.5,45,39,37,False
3,0.75,23,22,22,False
4,1.0,81,59,57,True
1,0.3333333333333333,11,10,10,True
2,0.6666666666666666,51,34,31,False
